,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,Date_time
2014808,0.942,0.198,239.52,4.0,0.0,1.0,1.0,2010-10-15 21:32:00
2014809,0.938,0.198,239.25,4.0,0.0,2.0,1.0,2010-10-15 21:33:00
2014810,0.94,0.196,238.83,4.0,0.0,1.0,0.0,2010-10-15 21:34:00
2014811,0.992,0.25,238.91,4.2,0.0,1.0,1.0,2010-10-15 21:35:00
2014812,1.014,0.3,239.26,4.4,0.0,2.0,1.0,2010-10-15 21:36:00
2014813,1.012,0.298,239.06,4.4,0.0,1.0,0.0,2010-10-15 21:37:00
2014814,1.012,0.3,239.17,4.4,0.0,1.0,1.0,2010-10-15 21:38:00
2014815,0.998,0.314,239.95,4.2,0.0,2.0,1.0,2010-10-15 21:39:00
2014816,0.99,0.318,240.05,4.2,0.0,1.0,0.0,2010-10-15 21:40:00
2014817,0.914,0.214,240.02,3.8,0.0,2.0,1.0,2010-10-15 21:41:00
2014818,0.898,0.19,240.85,3.8,0.0,1.0,0.0,2010-10-15 21:42:00
2014819,0.896,0.19,241.18,3.8,0.0,1.0,1.0,2010-10-15 21:43:00
2014820,1.844,0.076,240.24,7.8,0.0,2.0,16.0,2010-10-15 21:44:00
2014821,1.924,0.074,240.0,8.0,0.0,1.0,19.0,2010-10-15 21:45:00
2014822,1.908,0.072,239.92,7.8,0.0,1.0,19.0,2010-10-15 21:46:00
2014823,1.888,0.072,239.41,7.8,0.0,1.0,18.0,2010-10-15 21:47:00
2014824,1.872,0.07,238.64,7.8,0.0,2.0,18.0,2010-10-15 21:48:00
2014825,1.868,0.07,238.58,7.8,0.0,1.0,19.0,2010-10-15 21:49:00
2014826,1.876,0.072,239.07,7.8,0.0,1.0,18.0,2010-10-15 21:50:00
2014827,1.878,0.072,239.13,7.8,0.0,1.0,18.0,2010-10-15 21:51:00
2014828,1.87,0.072,238.72,7.8,0.0,2.0,18.0,2010-10-15 21:52:00
2014829,1.874,0.072,239.15,7.8,0.0,1.0,18.0,2010-10-15 21:53:00
2014830,1.872,0.072,239.52,7.8,0.0,1.0,19.0,2010-10-15 21:54:00
2014831,1.864,0.07,238.99,7.8,0.0,1.0,18.0,2010-10-15 21:55:00
2014832,1.858,0.07,238.56,7.8,0.0,1.0,18.0,2010-10-15 21:56:00
2014833,1.966,0.076,238.87,8.2,0.0,2.0,18.0,2010-10-15 21:57:00
2014834,2.076,0.198,238.77,8.6,0.0,1.0,18.0,2010-10-15 21:58:00
2014835,2.014,0.202,239.39,8.4,0.0,1.0,18.0,2010-10-15 21:59:00
2014836,1.97,0.204,239.64,8.2,0.0,1.0,19.0,2010-10-15 22:00:00
2014837,1.972,0.206,239.86,8.2,0.0,1.0,18.0,2010-10-15 22:01:00
2014838,1.94,0.198,238.88,8.0,0.0,1.0,18.0,2010-10-15 22:02:00
2014839,1.93,0.196,238.94,8.0,0.0,2.0,18.0,2010-10-15 22:03:00
2014840,1.934,0.196,239.33,8.0,0.0,1.0,18.0,2010-10-15 22:04:00
2014841,1.96,0.204,239.56,8.2,0.0,1.0,18.0,2010-10-15 22:05:00
2014842,1.972,0.206,239.9,8.2,0.0,1.0,19.0,2010-10-15 22:06:00
2014843,2.29,0.228,239.08,9.6,0.0,1.0,18.0,2010-10-15 22:07:00
2014844,2.322,0.232,239.79,9.6,0.0,1.0,18.0,2010-10-15 22:08:00
2014845,2.182,0.21,239.73,9.0,0.0,2.0,18.0,2010-10-15 22:09:00
2014846,2.076,0.202,239.58,8.6,0.0,1.0,19.0,2010-10-15 22:10:00
2014847,1.93,0.112,240.43,8.0,0.0,1.0,18.0,2010-10-15 22:11:00
2014848,1.978,0.156,242.48,8.2,0.0,1.0,19.0,2010-10-15 22:12:00
2014849,1.978,0.186,242.48,8.2,0.0,1.0,18.0,2010-10-15 22:13:00
2014850,1.974,0.184,242.15,8.2,0.0,1.0,19.0,2010-10-15 22:14:00
2014851,1.976,0.186,242.33,8.2,0.0,1.0,18.0,2010-10-15 22:15:00
2014852,1.028,0.198,242.99,4.4,0.0,2.0,5.0,2010-10-15 22:16:00
2014853,0.884,0.192,241.59,3.6,0.0,1.0,1.0,2010-10-15 22:17:00
2014854,0.9,0.184,242.0,3.8,0.0,1.0,0.0,2010-10-15 22:18:00
2014855,0.906,0.178,241.7,3.8,0.0,1.0,1.0,2010-10-15 22:19:00
2014856,0.87,0.116,240.71,3.6,0.0,1.0,0.0,2010-10-15 22:20:00
2014857,0.914,0.07,240.67,3.8,0.0,1.0,1.0,2010-10-15 22:21:00
2014858,0.944,0.076,243.18,3.8,0.0,2.0,1.0,2010-10-15 22:22:00
2014859,0.806,0.078,242.81,3.2,0.0,1.0,0.0,2010-10-15 22:23:00
2014860,0.794,0.078,242.65,3.2,0.0,1.0,1.0,2010-10-15 22:24:00
2014861,0.798,0.078,243.31,3.2,0.0,1.0,1.0,2010-10-15 22:25:00
2014862,0.792,0.078,243.08,3.2,0.0,1.0,0.0,2010-10-15 22:26:00
2014863,0.788,0.078,242.85,3.2,0.0,1.0,1.0,2010-10-15 22:27:00
2014864,0.872,0.176,242.72,3.6,0.0,1.0,1.0,2010-10-15 22:28:00
2014865,0.864,0.214,242.77,3.6,0.0,2.0,0.0,2010-10-15 22:29:00
2014866,0.728,0.214,242.54,3.0,0.0,1.0,1.0,2010-10-15 22:30:00
2014867,0.726,0.214,242.29,3.0,0.0,1.0,1.0,2010-10-15 22:31:00
2014868,0.71,0.224,242.64,3.0,0.0,1.0,0.0,2010-10-15 22:32:00
2014869,0.694,0.23,242.51,3.0,0.0,1.0,1.0,2010-10-15 22:33:00
2014870,0.692,0.23,242.1,3.0,0.0,1.0,1.0,2010-10-15 22:34:00
2014871,0.696,0.23,242.39,3.0,0.0,1.0,0.0,2010-10-15 22:35:00
2014872,0.668,0.234,242.8,2.8,0.0,2.0,1.0,2010-10-15 22:36:00
2014873,0.518,0.246,242.78,2.4,0.0,1.0,1.0,2010-10-15 22:37:00
2014874,0.528,0.238,243.08,2.4,0.0,1.0,0.0,2010-10-15 22:38:00
2014875,0.528,0.238,243.3,2.4,0.0,1.0,1.0,2010-10-15 22:39:00
2014876,0.528,0.238,243.39,2.4,0.0,1.0,1.0,2010-10-15 22:40:00
2014877,0.492,0.188,243.22,2.2,0.0,1.0,0.0,2010-10-15 22:41:00
2014878,0.432,0.1,242.99,1.8,0.0,2.0,1.0,2010-10-15 22:42:00
2014879,0.428,0.098,243.04,1.8,0.0,1.0,0.0,2010-10-15 22:43:00
2014880,0.424,0.098,242.88,1.8,0.0,1.0,1.0,2010-10-15 22:44:00
2014881,0.428,0.1,243.69,1.8,0.0,1.0,1.0,2010-10-15 22:45:00
2014882,0.428,0.102,244.26,1.8,0.0,1.0,0.0,2010-10-15 22:46:00
2014883,0.43,0.106,245.01,1.8,0.0,1.0,1.0,2010-10-15 22:47:00
2014884,0.43,0.106,244.98,1.8,0.0,1.0,1.0,2010-10-15 22:48:00
2014885,0.476,0.146,244.28,2.0,0.0,1.0,0.0,2010-10-15 22:49:00
2014886,0.504,0.212,244.24,2.2,0.0,2.0,1.0,2010-10-15 22:50:00
2014887,0.506,0.212,244.43,2.2,0.0,1.0,1.0,2010-10-15 22:51:00
2014888,0.506,0.214,244.7,2.2,0.0,1.0,0.0,2010-10-15 22:52:00
2014889,0.508,0.218,245.83,2.2,0.0,1.0,1.0,2010-10-15 22:53:00
2014890,0.508,0.218,245.71,2.2,0.0,1.0,1.0,2010-10-15 22:54:00
2014891,0.478,0.218,245.38,2.0,0.0,1.0,0.0,2010-10-15 22:55:00
2014892,0.422,0.218,245.38,1.8,0.0,1.0,1.0,2010-10-15 22:56:00
2014893,0.406,0.194,245.31,1.8,0.0,2.0,1.0,2010-10-15 22:57:00
2014894,0.392,0.15,245.73,1.8,0.0,1.0,0.0,2010-10-15 22:58:00
2014895,0.46,0.252,245.83,2.0,0.0,1.0,1.0,2010-10-15 22:59:00
2014896,0.456,0.252,245.76,2.0,0.0,1.0,1.0,2010-10-15 23:00:00
2014897,0.454,0.252,245.68,2.0,0.0,1.0,0.0,2010-10-15 23:01:00
2014898,0.454,0.254,246.02,2.0,0.0,1.0,1.0,2010-10-15 23:02:00
2014899,0.45,0.252,245.66,2.0,0.0,1.0,1.0,2010-10-15 23:03:00
2014900,0.45,0.254,245.83,2.0,0.0,2.0,0.0,2010-10-15 23:04:00
2014901,0.45,0.256,246.34,2.0,0.0,1.0,1.0,2010-10-15 23:05:00
2014902,0.448,0.254,246.01,2.0,0.0,1.0,1.0,2010-10-15 23:06:00
2014903,0.424,0.244,245.01,2.0,0.0,1.0,0.0,2010-10-15 23:07:00
2014904,0.418,0.24,244.72,2.0,0.0,1.0,1.0,2010-10-15 23:08:00
2014905,0.418,0.242,244.84,2.0,0.0,1.0,1.0,2010-10-15 23:09:00
2014906,0.418,0.244,245.33,2.0,0.0,1.0,0.0,2010-10-15 23:10:00
2014907,0.42,0.248,246.19,2.0,0.0,2.0,1.0,2010-10-15 23:11:00
2014908,0.338,0.124,247.27,1.4,0.0,1.0,1.0,2010-10-15 23:12:00
2014909,0.326,0.108,246.73,1.4,0.0,1.0,0.0,2010-10-15 23:13:00
2014910,0.326,0.106,246.27,1.4,0.0,1.0,1.0,2010-10-15 23:14:00
2014911,0.326,0.106,246.66,1.4,0.0,1.0,1.0,2010-10-15 23:15:00
2014912,0.326,0.106,246.26,1.4,0.0,1.0,0.0,2010-10-15 23:16:00
2014913,0.326,0.106,246.44,1.4,0.0,1.0,1.0,2010-10-15 23:17:00
2014914,0.326,0.106,246.51,1.4,0.0,2.0,1.0,2010-10-15 23:18:00
2014915,0.328,0.108,246.97,1.4,0.0,1.0,1.0,2010-10-15 23:19:00
2014916,0.326,0.106,246.61,1.4,0.0,1.0,0.0,2010-10-15 23:20:00
2014917,0.326,0.108,246.51,1.4,0.0,1.0,1.0,2010-10-15 23:21:00
2014918,0.326,0.108,246.84,1.4,0.0,1.0,1.0,2010-10-15 23:22:00
2014919,0.328,0.11,247.16,1.4,0.0,1.0,0.0,2010-10-15 23:23:00
2014920,0.328,0.11,247.4,1.4,0.0,1.0,1.0,2010-10-15 23:24:00
2014921,0.328,0.108,246.87,1.4,0.0,2.0,1.0,2010-10-15 23:25:00
2014922,0.326,0.106,246.45,1.4,0.0,1.0,0.0,2010-10-15 23:26:00
2014923,0.416,0.212,246.16,2.0,0.0,1.0,1.0,2010-10-15 23:27:00
2014924,0.402,0.212,245.79,1.8,0.0,1.0,1.0,2010-10-15 23:28:00
2014925,0.502,0.324,245.54,2.4,0.0,1.0,0.0,2010-10-15 23:29:00
2014926,0.51,0.354,245.78,2.4,0.0,1.0,1.0,2010-10-15 23:30:00
2014927,0.504,0.354,245.82,2.4,0.0,1.0,1.0,2010-10-15 23:31:00
2014928,0.582,0.396,245.43,3.0,0.0,1.0,1.0,2010-10-15 23:32:00
2014929,1.082,0.638,244.17,5.0,0.0,2.0,10.0,2010-10-15 23:33:00
2014930,1.102,0.64,244.35,5.2,0.0,1.0,11.0,2010-10-15 23:34:00
2014931,1.076,0.55,244.44,4.8,0.0,1.0,11.0,2010-10-15 23:35:00
2014932,1.082,0.532,244.49,4.8,0.0,1.0,12.0,2010-10-15 23:36:00
2014933,1.088,0.534,244.86,4.8,0.0,1.0,12.0,2010-10-15 23:37:00
2014934,1.092,0.532,244.71,5.0,0.0,1.0,12.0,2010-10-15 23:38:00
2014935,1.09,0.528,244.45,4.8,0.0,1.0,12.0,2010-10-15 23:39:00
2014936,1.09,0.526,244.36,4.8,0.0,1.0,12.0,2010-10-15 23:40:00
2014937,1.09,0.532,244.68,4.8,0.0,1.0,12.0,2010-10-15 23:41:00
2014938,1.042,0.462,244.81,4.6,0.0,2.0,12.0,2010-10-15 23:42:00
2014939,0.768,0.296,245.55,3.6,0.0,1.0,9.0,2010-10-15 23:43:00
2014940,0.324,0.106,246.12,1.4,0.0,1.0,0.0,2010-10-15 23:44:00
2014941,0.326,0.108,246.73,1.4,0.0,1.0,1.0,2010-10-15 23:45:00
2014942,0.326,0.106,246.59,1.4,0.0,1.0,1.0,2010-10-15 23:46:00
2014943,0.326,0.106,246.64,1.4,0.0,1.0,0.0,2010-10-15 23:47:00
2014944,0.322,0.1,244.73,1.4,0.0,1.0,1.0,2010-10-15 23:48:00
2014945,0.318,0.096,243.19,1.4,0.0,1.0,1.0,2010-10-15 23:49:00
2014946,0.318,0.096,243.38,1.4,0.0,2.0,0.0,2010-10-15 23:50:00
2014947,0.32,0.098,243.9,1.4,0.0,1.0,1.0,2010-10-15 23:51:00
2014948,0.32,0.098,244.07,1.4,0.0,1.0,1.0,2010-10-15 23:52:00
2014949,0.322,0.098,244.14,1.4,0.0,1.0,0.0,2010-10-15 23:53:00
2014950,0.322,0.098,244.27,1.4,0.0,1.0,1.0,2010-10-15 23:54:00
2014951,0.322,0.1,244.35,1.4,0.0,1.0,0.0,2010-10-15 23:55:00
2014952,0.32,0.096,243.65,1.4,0.0,1.0,1.0,2010-10-15 23:56:00
2014953,0.322,0.1,244.27,1.4,0.0,1.0,1.0,2010-10-15 23:57:00
2014954,0.322,0.1,244.35,1.4,0.0,2.0,0.0,2010-10-15 23:58:00
2014955,0.368,0.144,243.36,1.6,0.0,1.0,1.0,2010-10-15 23:59:00
2014956,0.428,0.234,243.2,2.0,0.0,1.0,1.0,2010-10-16 00:00:00
2014957,0.426,0.234,243.54,2.0,0.0,1.0,0.0,2010-10-16 00:01:00
2014958,0.424,0.236,243.7,2.0,0.0,1.0,1.0,2010-10-16 00:02:00
2014959,0.422,0.234,243.54,2.0,0.0,1.0,1.0,2010-10-16 00:03:00
2014960,0.464,0.276,244.25,2.2,0.0,1.0,0.0,2010-10-16 00:04:00
2014961,0.496,0.344,244.08,2.4,0.0,1.0,1.0,2010-10-16 00:05:00
2014962,0.494,0.34,243.42,2.4,0.0,2.0,1.0,2010-10-16 00:06:00
2014963,0.492,0.342,243.61,2.4,0.0,1.0,0.0,2010-10-16 00:07:00
2014964,0.454,0.274,243.62,2.2,0.0,0.0,1.0,2010-10-16 00:08:00
2014965,0.422,0.216,243.36,1.8,0.0,0.0,1.0,2010-10-16 00:09:00
2014966,0.422,0.218,243.69,1.8,0.0,0.0,0.0,2010-10-16 00:10:00
2014967,0.42,0.218,243.71,1.8,0.0,0.0,1.0,2010-10-16 00:11:00
2014968,0.4,0.19,243.76,1.8,0.0,0.0,1.0,2010-10-16 00:12:00
2014969,0.254,0.0,244.27,1.0,0.0,0.0,0.0,2010-10-16 00:13:00
2014970,0.254,0.0,244.6,1.0,0.0,0.0,1.0,2010-10-16 00:14:00
2014971,0.254,0.0,244.78,1.0,0.0,0.0,1.0,2010-10-16 00:15:00
2014972,0.254,0.0,244.92,1.0,0.0,0.0,0.0,2010-10-16 00:16:00
2014973,0.254,0.0,244.99,1.0,0.0,0.0,1.0,2010-10-16 00:17:00
2014974,0.256,0.0,245.18,1.0,0.0,0.0,1.0,2010-10-16 00:18:00
2014975,0.256,0.0,245.24,1.0,0.0,0.0,0.0,2010-10-16 00:19:00
2014976,0.254,0.0,244.66,1.0,0.0,0.0,1.0,2010-10-16 00:20:00
2014977,0.254,0.0,244.71,1.0,0.0,0.0,1.0,2010-10-16 00:21:00
2014978,0.254,0.0,244.61,1.0,0.0,0.0,0.0,2010-10-16 00:22:00
2014979,0.254,0.0,244.93,1.0,0.0,0.0,1.0,2010-10-16 00:23:00
2014980,0.254,0.0,244.09,1.0,0.0,0.0,1.0,2010-10-16 00:24:00
2014981,0.252,0.0,243.88,1.0,0.0,0.0,0.0,2010-10-16 00:25:00
2014982,0.252,0.0,244.06,1.0,0.0,0.0,1.0,2010-10-16 00:26:00
2014983,0.254,0.0,244.12,1.0,0.0,0.0,1.0,2010-10-16 00:27:00
2014984,0.254,0.0,244.15,1.0,0.0,0.0,0.0,2010-10-16 00:28:00
2014985,0.254,0.0,244.03,1.0,0.0,0.0,1.0,2010-10-16 00:29:00
2014986,0.358,0.09,244.36,1.6,0.0,0.0,1.0,2010-10-16 00:30:00
2014987,0.362,0.112,244.26,1.6,0.0,0.0,0.0,2010-10-16 00:31:00
2014988,0.358,0.114,244.62,1.4,0.0,0.0,1.0,2010-10-16 00:32:00
2014989,0.356,0.112,244.06,1.4,0.0,0.0,1.0,2010-10-16 00:33:00
2014990,0.354,0.112,244.06,1.4,0.0,0.0,0.0,2010-10-16 00:34:00
2014991,0.354,0.114,244.81,1.4,0.0,0.0,1.0,2010-10-16 00:35:00
2014992,0.354,0.116,245.1,1.4,0.0,0.0,1.0,2010-10-16 00:36:00
2014993,0.352,0.116,244.99,1.4,0.0,0.0,0.0,2010-10-16 00:37:00
2014994,0.352,0.114,244.89,1.4,0.0,0.0,1.0,2010-10-16 00:38:00
2014995,0.35,0.114,244.81,1.4,0.0,0.0,1.0,2010-10-16 00:39:00
2014996,0.35,0.112,244.23,1.4,0.0,0.0,0.0,2010-10-16 00:40:00
2014997,0.35,0.114,244.61,1.4,0.0,0.0,1.0,2010-10-16 00:41:00
2014998,0.41,0.176,244.83,1.8,0.0,0.0,1.0,2010-10-16 00:42:00
2014999,0.346,0.104,245.04,1.4,0.0,0.0,0.0,2010-10-16 00:43:00
2015000,0.332,0.082,244.64,1.4,0.0,0.0,1.0,2010-10-16 00:44:00
2015001,0.33,0.08,244.37,1.4,0.0,0.0,1.0,2010-10-16 00:45:00
2015002,0.33,0.082,244.39,1.4,0.0,0.0,0.0,2010-10-16 00:46:00
2015003,0.33,0.082,244.61,1.4,0.0,0.0,1.0,2010-10-16 00:47:00
2015004,0.328,0.08,244.05,1.4,0.0,0.0,1.0,2010-10-16 00:48:00
2015005,0.326,0.08,243.71,1.4,0.0,0.0,0.0,2010-10-16 00:49:00
2015006,0.296,0.0,243.77,1.2,0.0,0.0,1.0,2010-10-16 00:50:00
2015007,0.252,0.0,243.71,1.0,0.0,0.0,1.0,2010-10-16 00:51:00
2015008,0.252,0.0,243.72,1.0,0.0,0.0,0.0,2010-10-16 00:52:00
2015009,0.254,0.0,244.03,1.0,0.0,0.0,1.0,2010-10-16 00:53:00
2015010,0.254,0.0,244.4,1.0,0.0,0.0,1.0,2010-10-16 00:54:00
2015011,0.254,0.0,244.26,1.0,0.0,0.0,0.0,2010-10-16 00:55:00
2015012,0.254,0.0,244.96,1.0,0.0,0.0,1.0,2010-10-16 00:56:00
2015013,0.254,0.0,244.51,1.0,0.0,0.0,0.0,2010-10-16 00:57:00
2015014,0.254,0.0,244.27,1.0,0.0,0.0,1.0,2010-10-16 00:58:00
2015015,0.254,0.0,244.32,1.0,0.0,0.0,1.0,2010-10-16 00:59:00
2015016,0.316,0.0,244.57,1.4,0.0,0.0,0.0,2010-10-16 01:00:00
2015017,0.364,0.112,244.38,1.6,0.0,0.0,1.0,2010-10-16 01:01:00
2015018,0.36,0.114,244.88,1.4,0.0,0.0,1.0,2010-10-16 01:02:00
2015019,0.358,0.114,244.59,1.4,0.0,0.0,0.0,2010-10-16 01:03:00
2015020,0.356,0.114,244.61,1.4,0.0,0.0,1.0,2010-10-16 01:04:00
2015021,0.352,0.11,243.78,1.4,0.0,0.0,1.0,2010-10-16 01:05:00
2015022,0.352,0.11,244.05,1.4,0.0,0.0,0.0,2010-10-16 01:06:00
2015023,0.35,0.11,243.94,1.4,0.0,0.0,1.0,2010-10-16 01:07:00
2015024,0.35,0.112,244.32,1.4,0.0,0.0,1.0,2010-10-16 01:08:00
2015025,0.35,0.11,244.02,1.4,0.0,0.0,0.0,2010-10-16 01:09:00
2015026,0.346,0.108,243.08,1.4,0.0,0.0,1.0,2010-10-16 01:10:00
2015027,0.346,0.106,242.94,1.4,0.0,0.0,1.0,2010-10-16 01:11:00
2015028,0.346,0.108,243.36,1.4,0.0,0.0,0.0,2010-10-16 01:12:00
2015029,0.312,0.06,243.26,1.4,0.0,0.0,1.0,2010-10-16 01:13:00
2015030,0.25,0.0,242.42,1.0,0.0,0.0,1.0,2010-10-16 01:14:00
2015031,0.25,0.0,242.4,1.0,0.0,0.0,0.0,2010-10-16 01:15:00
2015032,0.25,0.0,241.97,1.0,0.0,0.0,1.0,2010-10-16 01:16:00
2015033,0.25,0.0,242.54,1.0,0.0,0.0,1.0,2010-10-16 01:17:00
2015034,0.252,0.0,243.06,1.0,0.0,0.0,0.0,2010-10-16 01:18:00
2015035,0.252,0.0,243.35,1.0,0.0,0.0,1.0,2010-10-16 01:19:00
2015036,0.312,0.0,243.28,1.4,0.0,0.0,1.0,2010-10-16 01:20:00
2015037,0.328,0.076,242.71,1.4,0.0,0.0,0.0,2010-10-16 01:21:00
2015038,0.33,0.076,242.61,1.4,0.0,0.0,1.0,2010-10-16 01:22:00
2015039,0.33,0.076,242.83,1.4,0.0,0.0,1.0,2010-10-16 01:23:00
2015040,0.33,0.078,243.69,1.4,0.0,0.0,0.0,2010-10-16 01:24:00
2015041,0.328,0.08,243.88,1.4,0.0,0.0,1.0,2010-10-16 01:25:00
2015042,0.326,0.08,244.06,1.4,0.0,0.0,1.0,2010-10-16 01:26:00
2015043,0.326,0.082,244.32,1.4,0.0,0.0,0.0,2010-10-16 01:27:00
2015044,0.266,0.0,244.79,1.0,0.0,0.0,1.0,2010-10-16 01:28:00
2015045,0.254,0.0,243.96,1.0,0.0,0.0,1.0,2010-10-16 01:29:00
2015046,0.254,0.0,244.78,1.0,0.0,0.0,0.0,2010-10-16 01:30:00
2015047,0.36,0.094,244.72,1.6,0.0,0.0,1.0,2010-10-16 01:31:00
2015048,0.362,0.114,244.55,1.6,0.0,0.0,1.0,2010-10-16 01:32:00
2015049,0.358,0.11,244.06,1.4,0.0,0.0,0.0,2010-10-16 01:33:00
2015050,0.356,0.112,244.14,1.4,0.0,0.0,1.0,2010-10-16 01:34:00
2015051,0.354,0.11,243.52,1.4,0.0,0.0,0.0,2010-10-16 01:35:00
2015052,0.352,0.11,243.71,1.4,0.0,0.0,1.0,2010-10-16 01:36:00
2015053,0.35,0.108,243.15,1.4,0.0,0.0,1.0,2010-10-16 01:37:00
2015054,0.348,0.108,243.14,1.4,0.0,0.0,0.0,2010-10-16 01:38:00
2015055,0.348,0.106,242.89,1.4,0.0,0.0,1.0,2010-10-16 01:39:00
2015056,0.35,0.11,243.87,1.4,0.0,0.0,1.0,2010-10-16 01:40:00
2015057,0.35,0.112,244.19,1.4,0.0,0.0,0.0,2010-10-16 01:41:00
2015058,0.35,0.112,244.26,1.4,0.0,0.0,1.0,2010-10-16 01:42:00
2015059,0.348,0.11,243.65,1.4,0.0,0.0,1.0,2010-10-16 01:43:00
2015060,0.266,0.0,242.97,1.0,0.0,0.0,0.0,2010-10-16 01:44:00
2015061,0.252,0.0,243.41,1.0,0.0,0.0,1.0,2010-10-16 01:45:00
2015062,0.252,0.0,243.6,1.0,0.0,0.0,1.0,2010-10-16 01:46:00
2015063,0.252,0.0,243.53,1.0,0.0,0.0,0.0,2010-10-16 01:47:00
2015064,0.252,0.0,243.43,1.0,0.0,0.0,1.0,2010-10-16 01:48:00
2015065,0.252,0.0,243.64,1.0,0.0,0.0,1.0,2010-10-16 01:49:00
2015066,0.252,0.0,243.77,1.0,0.0,0.0,0.0,2010-10-16 01:50:00
2015067,0.254,0.0,244.43,1.0,0.0,0.0,1.0,2010-10-16 01:51:00
2015068,0.254,0.0,244.67,1.0,0.0,0.0,1.0,2010-10-16 01:52:00
2015069,0.254,0.0,244.52,1.0,0.0,0.0,0.0,2010-10-16 01:53:00
2015070,0.254,0.0,243.86,1.0,0.0,0.0,1.0,2010-10-16 01:54:00
2015071,0.252,0.0,243.33,1.0,0.0,0.0,1.0,2010-10-16 01:55:00
2015072,0.252,0.0,243.01,1.0,0.0,0.0,0.0,2010-10-16 01:56:00
2015073,0.252,0.0,243.0,1.0,0.0,0.0,1.0,2010-10-16 01:57:00
2015074,0.338,0.064,243.0,1.6,0.0,0.0,1.0,2010-10-16 01:58:00
2015075,0.328,0.074,242.55,1.4,0.0,0.0,0.0,2010-10-16 01:59:00
2015076,0.33,0.076,243.01,1.4,0.0,0.0,1.0,2010-10-16 02:00:00
2015077,0.38,0.126,243.17,1.6,0.0,0.0,1.0,2010-10-16 02:01:00
2015078,0.438,0.214,243.35,2.0,0.0,0.0,0.0,2010-10-16 02:02:00
2015079,0.432,0.212,243.13,2.0,0.0,0.0,1.0,2010-10-16 02:03:00
2015080,0.43,0.216,243.59,2.0,0.0,0.0,1.0,2010-10-16 02:04:00
2015081,0.42,0.208,244.2,1.8,0.0,0.0,0.0,2010-10-16 02:05:00
2015082,0.356,0.114,244.59,1.4,0.0,0.0,1.0,2010-10-16 02:06:00
2015083,0.354,0.114,244.43,1.4,0.0,0.0,1.0,2010-10-16 02:07:00
2015084,0.352,0.114,244.59,1.4,0.0,0.0,0.0,2010-10-16 02:08:00
2015085,0.354,0.116,245.18,1.4,0.0,0.0,1.0,2010-10-16 02:09:00
2015086,0.352,0.114,244.78,1.4,0.0,0.0,1.0,2010-10-16 02:10:00
2015087,0.352,0.114,244.8,1.4,0.0,0.0,0.0,2010-10-16 02:11:00
2015088,0.35,0.114,244.7,1.4,0.0,0.0,1.0,2010-10-16 02:12:00
2015089,0.35,0.112,244.46,1.4,0.0,0.0,1.0,2010-10-16 02:13:00
2015090,0.3,0.0,244.29,1.2,0.0,0.0,0.0,2010-10-16 02:14:00
2015091,0.256,0.0,245.26,1.0,0.0,0.0,1.0,2010-10-16 02:15:00
2015092,0.256,0.0,245.34,1.0,0.0,0.0,0.0,2010-10-16 02:16:00
2015093,0.256,0.0,245.54,1.0,0.0,0.0,1.0,2010-10-16 02:17:00
2015094,0.256,0.0,245.33,1.0,0.0,0.0,1.0,2010-10-16 02:18:00
2015095,0.254,0.0,244.35,1.0,0.0,0.0,0.0,2010-10-16 02:19:00
2015096,0.254,0.0,243.89,1.0,0.0,0.0,1.0,2010-10-16 02:20:00
2015097,0.254,0.0,244.16,1.0,0.0,0.0,1.0,2010-10-16 02:21:00
2015098,0.254,0.0,244.21,1.0,0.0,0.0,0.0,2010-10-16 02:22:00
2015099,0.254,0.0,244.24,1.0,0.0,0.0,1.0,2010-10-16 02:23:00
2015100,0.254,0.0,244.26,1.0,0.0,0.0,1.0,2010-10-16 02:24:00
2015101,0.256,0.0,244.84,1.0,0.0,0.0,0.0,2010-10-16 02:25:00
2015102,0.256,0.0,244.91,1.0,0.0,0.0,1.0,2010-10-16 02:26:00
2015103,0.254,0.0,244.29,1.0,0.0,0.0,1.0,2010-10-16 02:27:00
2015104,0.256,0.0,244.99,1.0,0.0,0.0,0.0,2010-10-16 02:28:00
2015105,0.254,0.0,244.89,1.0,0.0,0.0,1.0,2010-10-16 02:29:00
2015106,0.254,0.0,244.75,1.0,0.0,0.0,1.0,2010-10-16 02:30:00
2015107,0.254,0.0,244.89,1.0,0.0,0.0,0.0,2010-10-16 02:31:00
2015108,0.364,0.098,245.1,1.6,0.0,0.0,1.0,2010-10-16 02:32:00
2015109,0.362,0.112,244.44,1.6,0.0,0.0,1.0,2010-10-16 02:33:00
2015110,0.36,0.114,244.83,1.4,0.0,0.0,0.0,2010-10-16 02:34:00
2015111,0.36,0.116,245.45,1.4,0.0,0.0,1.0,2010-10-16 02:35:00
2015112,0.444,0.212,244.83,2.0,0.0,0.0,1.0,2010-10-16 02:36:00
2015113,0.434,0.222,245.01,2.0,0.0,0.0,0.0,2010-10-16 02:37:00
2015114,0.432,0.222,244.98,2.0,0.0,0.0,1.0,2010-10-16 02:38:00
2015115,0.43,0.22,244.58,2.0,0.0,0.0,1.0,2010-10-16 02:39:00
2015116,0.426,0.218,244.25,2.0,0.0,0.0,0.0,2010-10-16 02:40:00
